,"Symbol","Company Name","Security Type","Security Price","Equity Summary Score","Volume (90 Day Avg)","Market Capitalization","Dividend Yield","Company Headquarters Location","Sector","Industry","Optionable","Price Performance (52 Weeks)","Total Return (1 Yr Annualized)","Beta (1 Year Annualized)","Standard Deviation (1 Yr Annualized)","S&P Global Market Intelligence Valuation","S&P Global Market Intelligence Quality","S&P Global Market Intelligence Growth Stability","S&P Global Market Intelligence Financial Health","P/E (Price/TTM Earnings)","PEG Ratio","EPS Growth (Proj This Yr vs. Last Yr)","Institutional Ownership","Institutional Ownership (Last vs. Prior Qtr)","Analyst Sentiment"
1951,"LXFR","Luxfer Holdings PLC","Common Stock",16.23,2.9,0.13144,453500000,3.23786,"United Kingdom","Industrials","Machinery","Yes (Option Chain)",-27.36318,-25.44646,0.454883,0.32071,69,67,7,66,15.2,,10.31008,92.3431,-0.5214,"bearish"
1952,"ARMK","Aramark","Common Stock",36.33,2.9,1.60165,9280000000,1.21715,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",-6.99768,-5.83888,0.980218,0.30031,32,50,33,22,259.5,,,90.2735,-3.8671,"bearish"
1953,"HUBS","HubSpot Inc","Common Stock",369.625,2.9,0.7487,18650000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",-25.78403,-25.78403,1.827348,0.54926,46,71,41,17,,,32.30769,91.7524,1.3376,"bearish"
1954,"BLD","TopBuild Corp","Common Stock",185.29,2.9,0.26596,6120000000,0,"United States of America","Consumer Discretionary","Household Durables","Yes (Option Chain)",-16.67866,-16.67866,0.939257,0.37073,58,44,48,53,18.9,,29.10599,97.1331,3.5915,"bearish"
1955,"CRON","Cronos Group Inc","Common Stock",3.09,2.9,2.3069,1180000000,0,"Canada","Health Care","Pharmaceuticals","Yes (Option Chain)",-60.02554,-60.02554,1.830962,0.59765,70,62,69,13,,,70.74766,13.7465,11.6081,"bearish"
1956,"CARG","CarGurus Inc","Common Stock",33.64,2.9,1.18515,3970000000,0,"United States of America","Communication Services","Interactive Media & Services","Yes (Option Chain)",40.87285,40.87285,1.455456,0.56609,35,74,5,16,,,1.58228,64.7502,6.0335,"bearish"
1957,"REAL","RealReal Inc (The)","Common Stock",5.725,2.9,3.25424,553920000,0,"United States of America","Consumer Discretionary","Internet & Direct Marketing Retail","Yes (Option Chain)",-75.98691,-75.98691,2.717261,0.81229,1,6,74,16,,,18.7766,88.6664,-0.108,"bearish"
1958,"KRUS","Kura Sushi USA Inc","Common Stock",44.05,2.9,0.07906,470300000,0,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","No",33.9701,33.9701,2.188656,0.85733,27,38,50,8,,,64.87603,39.3862,8.156,"bearish"
1959,"HYAC","Haymaker Acquisition Corp III","Common Stock",9.91,2.9,,393310000,0,"United States of America",,,"No",-1.39303,-1.39303,-0.023472,0.05287,,,,,,,,73.1251,56.5322,"bearish"
1960,"FIGS","Figs Inc","Common Stock",16.115,2.9,2.50365,2660000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","No",,,,,73,99,20,69,,,0.33333,65.9203,22.2402,"bearish"
1961,"ATSG","Air Transport Services Group Inc","Common Stock",31.43,2.8,0.42772,2350000000,0,"United States of America","Industrials","Air Freight & Logistics","Yes (Option Chain)",20.28875,20.28875,0.597875,0.31427,88,87,57,54,11.2,,20.96386,92.2433,-0.9724,"bearish"
1962,"AEO","American Eagle Outfitters Inc.","Common Stock",15.265,2.8,5.57842,2650000000,4.60653,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-54.78739,-53.46482,1.516333,0.46458,64,44,47,74,7.5,0.7793,-7.03196,88.109,1.6722,"bearish"
1963,"AMWD","American Woodmark Corp","Common Stock",48.55,2.8,0.11972,795910000,0,"United States of America","Industrials","Building Products","Yes (Option Chain)",-51.70923,-51.70923,0.472169,0.36682,41,56,0,50,,,-48.92188,93.9185,4.3095,"bearish"
1964,"CMP","Compass Minerals International Inc.","Common Stock",59.64,2.8,0.43807,1990000000,1.02722,"United States of America","Materials","Metals & Mining","Yes (Option Chain)",-14.00177,-11.68175,0.362601,0.44418,4,59,9,13,73.6,,68.13559,94.0729,8.2489,"bearish"
1965,"DPZ","Domino's Pizza Inc","Common Stock",344.385,2.8,0.51424,12660000000,1.25313,"United States of America","Consumer Discretionary","Hotels, Restaurants & Leisure","Yes (Option Chain)",-16.86319,-16.15341,1.185553,0.27872,20,86,46,21,26.4,2.3762,-4.23529,92.9356,1.2513,"bearish"
1966,"ECL","Ecolab Inc.","Common Stock",166.1,2.8,1.5016,47420000000,1.23174,"United States of America","Materials","Chemicals","Yes (Option Chain)",-26.10209,-25.37636,1.273193,0.22907,39,62,21,34,43.3,3.21077,11.08742,75.4896,2.1993,"bearish"
1967,"GRMN","Garmin Ltd","Common Stock",112.11,2.8,1.16957,21590000000,2.61157,"Switzerland","Consumer Discretionary","Household Durables","Yes (Option Chain)",-18.52958,-16.91967,1.101862,0.26629,38,45,11,22,20.2,2.89246,1.64948,50.9441,1.6485,"bearish"
1968,"HAIN","Hain Celestial Group Inc (The)","Common Stock",33.91,2.8,0.83119,3070000000,0,"United States of America","Consumer Staples","Food Products","Yes (Option Chain)",-18.76588,-18.76588,0.574597,0.2648,48,47,67,64,26.9,1.94361,4.55172,94.9121,-7.1604,"bearish"
1969,"ICAD","icad Inc","Common Stock",3.54,2.8,0.23103,91120000,0,"United States of America","Health Care","Health Care Technology","Yes (Option Chain)",-80.3794,-80.3794,1.384889,0.66107,44,56,26,53,,,-1.62791,46.6119,-7.3739,"bearish"
1970,"IDA","IDACORP Inc.","Common Stock",104.485,2.8,0.23283,5180000000,2.92997,"United States of America","Utilities","Electric Utilities","Yes (Option Chain)",-0.08782,3.43432,0.333427,0.17155,50,57,27,32,21.5,4.80795,3.13402,78.1219,-0.8211,"bearish"
1971,"KMT","Kennametal Inc.","Common Stock",26.25,2.8,0.805,2180000000,3.05227,"United States of America","Industrials","Machinery","Yes (Option Chain)",-34.73606,-33.31618,1.020998,0.2817,72,72,37,62,16.1,0.48579,76.82692,90.3557,-0.6434,"bearish"
1972,"MAC","Macerich Co (The)","Common Stock (REIT)",12.89,2.8,2.8677,2670000000,4.81541,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",-9.64467,-6.28842,1.351709,0.40923,46,38,91,87,184.1,,,85.508,7.8548,"bearish"
1973,"MCO","Moody's Corp.","Common Stock",305.87,2.8,0.937,55820000000,0.92983,"United States of America","Financials","Capital Markets","Yes (Option Chain)",-7.82957,-7.14857,0.991312,0.20823,70,96,79,83,29,1.92676,-6.73718,91.3966,0.4712,"bearish"
1974,"OFIX","Orthofix Medical Inc","Common Stock",31.35,2.8,0.09538,616190000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-29.98873,-29.98873,0.441153,0.26534,79,96,3,94,,,-23.60465,97.9074,0.9743,"bearish"
1975,"OSK","Oshkosh Corp","Common Stock",94.58,2.8,0.62912,6180000000,1.57464,"United States of America","Industrials","Machinery","Yes (Option Chain)",-24.46355,-23.57457,0.780965,0.26149,83,85,10,71,,0.95999,18.39323,94.9228,1.623,"bearish"
1976,"POWL","Powell Industries Inc","Common Stock",19.72,2.8,0.06811,232570000,5.2605,"United States of America","Industrials","Electrical Equipment","No",-45.02225,-42.92299,1.134257,0.41238,19,10,45,83,,,,87.977,-0.044,"bearish"
1977,"RRC","Range Resources Corp.","Common Stock",31.52,2.8,5.84413,8050000000,0,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",203.97149,203.97149,1.19688,0.62733,63,81,80,36,19.6,0.92312,115.89109,87.6244,1.1926,"bearish"
1978,"SMG","Scotts Miracle-Gro Co (The)","Common Stock",105.07,2.8,0.46939,5890000000,2.48963,"United States of America","Materials","Chemicals","Yes (Option Chain)",-54.12701,-53.3919,1.505492,0.42805,12,15,0,30,13.7,,-14.91874,62.5779,2.5717,"bearish"
1979,"SYY","Sysco Corporation","Common Stock",85.43,2.8,2.51033,43200000000,2.30209,"United States of America","Consumer Staples","Food & Staples Retailing","Yes (Option Chain)",0.48389,2.87187,0.7989,0.2611,53,69,56,26,56.2,1.09356,113.75,81.1437,1.18,"bearish"
1980,"UFI","UNIFI INC.","Common Stock",15.28,2.8,0.06548,280810000,0,"United States of America","Consumer Discretionary","Textiles, Apparel & Luxury Goods","Yes (Option Chain)",-43.84018,-43.84018,1.192518,0.3714,50,26,20,64,11.6,,-33.75,73.1636,-1.8378,"bearish"
1981,"LMAT","LeMaitre Vascular Inc","Common Stock",44.7,2.8,0.11438,957330000,1.14653,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",-16.88584,-16.14568,1.078958,0.34309,84,87,17,58,35.8,,1.92,84.4459,0.4886,"bearish"
1982,"MG","Mistras Group Inc","Common Stock",5.935,2.8,0.08138,170180000,0,"United States of America","Industrials","Professional Services","Yes (Option Chain)",-48.24798,-48.24798,0.470869,0.31804,90,86,24,74,45.7,,102.17391,52.1031,4.3881,"bearish"
1983,"CHGG","Chegg Inc","Common Stock",17.741,2.8,3.22901,3160000000,0,"United States of America","Consumer Discretionary","Diversified Consumer Services","Yes (Option Chain)",-72.34584,-72.34584,0.887497,0.67964,47,37,55,41,,,-8.68217,91.717,-5.5985,"bearish"
1984,"PAHC","Phibro Animal Health Corp","Common Stock",18.635,2.8,0.09086,730690000,2.66075,"United States of America","Health Care","Pharmaceuticals","Yes (Option Chain)",-26.42741,-24.91949,0.212209,0.3028,85,78,50,95,14.2,3.93457,6.85039,82.2698,0.1987,"bearish"
1985,"ASPN","Aspen Aerogels Inc","Common Stock",22.55,2.8,0.3582,799240000,0,"United States of America","Materials","Chemicals","Yes (Option Chain)",21.72244,21.72244,2.194274,0.75943,2,18,16,5,,,-45.22388,81.1248,5.6718,"bearish"
1986,"VVV","Valvoline Inc","Common Stock",30.65,2.8,1.23822,5380000000,1.66556,"United States of America","Materials","Chemicals","Yes (Option Chain)",-4.3949,-2.91721,0.848119,0.22246,66,57,18,31,13.3,,9.02564,91.0212,-1.378,"bearish"
1987,"SWAV","ShockWave Medical Inc","Common Stock",158.22,2.8,0.43091,5660000000,0,"United States of America","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",0.37425,0.37425,2.743925,0.57578,62,91,85,29,,,,89.4067,-0.9148,"bearish"
1988,"UBER","Uber Technologies Inc","Common Stock",29.4064,2.8,31.01308,59410000000,0,"United States of America","Industrials","Road & Rail","Yes (Option Chain)",-44.51342,-44.51342,1.347744,0.42875,12,16,80,13,,,32.8,73.49,5.199,"bearish"
1989,"STER","Sterling Check Corp","Common Stock",27.285,2.8,0.27995,2590000000,0,"United States of America","Industrials","Professional Services","No",,,,,38,52,29,19,,,18.65979,85.3919,4.0907,"bearish"
1990,"ANIK","Anika Therapeutics Inc","Common Stock",22.355,2.7,0.08628,313760000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-47.91516,-47.91516,1.22694,0.3883,84,90,80,69,79.8,,,92.8025,3.5424,"bearish"
1991,"CAT","Caterpillar Inc","Common Stock",214.07,2.7,3.69612,113110000000,2.09365,"United States of America","Industrials","Machinery","Yes (Option Chain)",-7.0317,-5.11771,0.445027,0.26264,71,64,76,62,17.9,0.82271,13.84829,67.7709,-0.1906,"bearish"
1992,"CCJ","Cameco Corp","Common Stock",25.79,2.7,7.83603,10140000000,0.36671,"Canada","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",51.39798,51.7913,0.881542,0.57365,30,32,24,15,,,,60.045,4.4727,"bearish"
1993,"FBMS","First Bancshares Inc (The)/MS","Common Stock",33.12,2.7,0.07234,668020000,2.20791,"United States of America","Financials","Banks","No",-16.6411,-15.3336,0.402248,0.19135,53,50,47,36,10.8,,3.86139,65.2921,-0.9635,"bearish"
1994,"FRME","First Merchants Corp","Common Stock",39.66,2.7,0.25259,2330000000,2.95241,"United States of America","Financials","Banks","Yes (Option Chain)",-14.97511,-12.63052,0.260152,0.23005,28,46,55,84,10.4,,-0.57743,74.1426,2.5787,"bearish"
1995,"GLT","Glatfelter Corp","Common Stock",9.32,2.7,0.23068,496710000,5.0405,"United States of America","Materials","Paper & Forest Products","Yes (Option Chain)",-24.52446,-21.57639,0.925137,0.33767,48,36,13,72,62.1,,-27.86885,90.9414,-1.0624,"bearish"
1996,"HRL","Hormel Foods Corp","Common Stock",52.02,2.7,2.01064,28240000000,2.00695,"United States of America","Consumer Staples","Food Products","Yes (Option Chain)",12.1645,14.53979,0.015561,0.1844,42,32,72,49,30.8,3.60738,11.50289,41.1075,1.6765,"bearish"
1997,"J","Jacobs Engineering Group Inc.","Common Stock",136.82,2.7,0.71453,17810000000,0.66744,"United States of America","Industrials","Professional Services","Yes (Option Chain)",3.16593,3.84665,1.031954,0.24274,51,55,22,59,62.5,5.1055,13.11606,85.3846,-1.1165,"bearish"
1998,"MMC","Marsh & McLennan Companies Inc","Common Stock",160.84,2.7,2.18912,79270000000,1.35503,"United States of America","Financials","Insurance","Yes (Option Chain)",16.38172,17.97669,0.955826,0.19871,71,94,64,73,25.4,2.90569,10.53485,88.9976,0.0829,"bearish"
1999,"MPWR","Monolithic Power Systems Inc","Common Stock",449.94,2.7,0.47115,19110000000,0.73016,"United States of America","Information Technology","Semiconductors & Semiconductor Equipment","Yes (Option Chain)",17.29759,17.94341,1.632214,0.40871,45,62,58,18,78.1,2.85326,39.61074,93.8635,1.5234,"bearish"
2000,"MPX","Marine Products Corp","Common Stock",11.99,2.7,0.01757,389900000,4.20315,"United States of America","Consumer Discretionary","Leisure Products","Yes (Option Chain)",-34.21659,-32.00759,0.192662,0.40719,25,32,48,31,14.4,,,13.8564,-1.6382,"bearish"
2001,"CNR","Cornerstone Building Brands Inc","Common Stock",24.435,2.7,2.33838,3090000000,0,"United States of America","Industrials","Building Products","Yes (Option Chain)",73.25747,73.25747,0.430638,0.57154,30,32,41,28,4.7,,-3.57143,90.6698,-0.553,"bearish"
2002,"EPM","Evolution Petroleum Corp","Common Stock",6.5,2.7,0.2066,210890000,6.38978,"United States of America","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",89.12387,99.6216,0.271903,0.49146,39,48,95,63,13.8,,,63.4664,2.9218,"bearish"
2003,"RDNT","RadNet Inc","Common Stock",20.175,2.7,0.25132,1120000000,0,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-13.24301,-13.24301,1.258648,0.46947,87,92,10,97,43.9,,4.34783,64.2044,1.9982,"bearish"
2004,"MODV","ModivCare Inc","Common Stock",104.29,2.7,0.07853,1440000000,0,"United States of America","Health Care","Health Care Providers & Services","Yes (Option Chain)",-26.84894,-26.84894,1.137939,0.39259,88,89,1,96,,,-17.08492,73.7199,2.0358,"bearish"
2005,"SLP","Simulations Plus Inc","Common Stock",46.52,2.7,0.11806,943460000,0.51403,"United States of America","Health Care","Health Care Technology","Yes (Option Chain)",-21.46341,-21.02411,1.626437,0.5313,73,88,86,58,84.6,,31.91489,72.986,-1.4366,"bearish"
2006,"TDS","Telephone and Data Systems Inc","Common Stock",18.71,2.7,0.97967,2120000000,3.90033,"United States of America","Communication Services","Wireless Telecommunication Services","Yes (Option Chain)",-19.66928,-16.90707,0.73249,0.33374,57,52,23,90,18.7,,-52.9,88.9294,3.0215,"bearish"
2007,"TJX","TJX Companies Inc (The)","Common Stock",62.02,2.7,6.93141,73170000000,1.89406,"United States of America","Consumer Discretionary","Specialty Retail","Yes (Option Chain)",-12.25352,-10.95892,0.796207,0.23699,58,77,70,53,23,1.76138,10.94737,91.7458,1.7617,"bearish"
2008,"YELL","Yellow Corp","Common Stock",4.57,2.7,0.77411,240460000,0,"United States of America","Industrials","Road & Rail","Yes (Option Chain)",-51.04822,-51.04822,2.45474,0.7207,13,42,28,58,,,,49.1613,7.0645,"bearish"
2009,"GSAT","Globalstar Inc","Common Stock",1.155,2.7,5.63369,2090000000,0,"United States of America","Communication Services","Diversified Telecommunication Services","Yes (Option Chain)",-8.66142,-8.66142,2.341887,1.0391,41,83,41,16,,,8.33333,18.4038,4.1497,"bearish"
2010,"KBR","KBR Inc","Common Stock",48.321,2.7,1.52002,6710000000,0.99875,"United States of America","Industrials","Professional Services","Yes (Option Chain)",21.48635,22.71861,0.626643,0.30148,45,68,36,41,402.7,31.03388,6.23967,87.3974,0.2459,"bearish"
2011,"BCO","Brink's Co (The)","Common Stock",58.915,2.7,0.33007,2770000000,1.37315,"United States of America","Industrials","Commercial Services & Supplies","Yes (Option Chain)",-27.1021,-26.30096,0.92317,0.31412,90,69,86,68,28.6,,20.31579,89.3082,-0.895,"bearish"
2012,"TRS","TriMas Corp","Common Stock",29.19,2.7,0.09002,1220000000,0.55652,"United States of America","Materials","Containers & Packaging","Yes (Option Chain)",-9.70477,-9.48424,0.916352,0.3026,68,62,25,40,22.1,,1.78571,92.6564,1.9002,"bearish"
2013,"PEB","Pebblebrook Hotel Trust","Common Stock (REIT)",23.83,2.7,1.49997,3200000000,0.16441,"United States of America","Real Estate","Equity Real Estate Investment Trusts (REITs)","Yes (Option Chain)",1.88442,2.05851,0.899406,0.37468,11,22,85,7,,,64.27778,87.602,3.3316,"bearish"
2014,"STNG","Scorpio Tankers Inc","Common Stock",26.71,2.7,1.00966,1530000000,1.54979,"Monaco","Energy","Oil, Gas & Consumable Fuels","Yes (Option Chain)",42.28225,45.74261,0.863415,0.63232,37,31,49,37,,,,44.1028,1.36,"bearish"
2015,"XYL","Xylem Inc","Common Stock",82.47,2.7,1.356,14740000000,1.46645,"United States of America","Industrials","Machinery","Yes (Option Chain)",-26.04609,-25.30735,1.019555,0.24865,37,53,10,30,35.1,1.85565,2.20884,84.1796,0.6502,"bearish"
2016,"PCTY","Paylocity Holding Corp","Common Stock",193.71,2.7,0.24769,10720000000,0,"United States of America","Information Technology","Software","Yes (Option Chain)",4.34363,4.34363,1.614179,0.4106,52,44,36,85,122.6,,26.35071,69.0754,2.3364,"bearish"
2017,"STE","Steris Plc","Common Stock",225.535,2.7,0.46486,22430000000,0.76765,"Ireland","Health Care","Health Care Equipment & Supplies","Yes (Option Chain)",6.17951,7.00935,1.126053,0.2482,80,86,45,63,75.4,,28.2658,91.4628,3.8375,"bearish"
2018,"ATNX","Athenex Inc","Common Stock",0.5943,2.7,0.84789,56180000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-86.98187,-86.98187,1.220425,0.51418,1,36,28,89,,,74.6875,41.0121,2.7232,"bearish"
2019,"BWB","Bridgewater Bancshares Inc","Common Stock",15.96,2.7,0.03669,445610000,0,"United States of America","Financials","Thrifts & Mortgage Finance","No",-6.38675,-6.38675,0.363781,0.22024,32,64,94,32,10.2,,7.46753,49.4262,1.0284,"bearish"
2020,"SONO","Sonos Inc","Common Stock",23.36,2.7,2.94568,2960000000,0,"United States of America","Consumer Discretionary","Household Durables","Yes (Option Chain)",-42.07104,-42.07104,1.908944,0.40499,59,59,35,79,22.5,2.14127,19.38053,82.9215,4.1549,"bearish"
2021,"DTIL","Precision BioSciences Inc","Common Stock",2.115,2.7,0.62592,129400000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-76.95652,-76.95652,1.537485,0.60369,52,67,68,59,,,-322.30769,52.0548,8.7237,"bearish"
2022,"IDYA","IDEAYA Biosciences Inc","Common Stock",9.68,2.7,0.34529,379380000,0,"United States of America","Health Care","Biotechnology","Yes (Option Chain)",-52.21411,-52.21411,0.714107,0.53525,57,40,30,56,,,-8.08511,88.1283,6.0759,"bearish"
2023,"IAA","IAA Inc","Common Stock",35.51,2.7,1.43951,4860000000,0,"United States of America","Industrials","Commercial Services & Supplies","Yes (Option Chain)",-42.41363,-42.41363,1.028252,0.34569,72,46,39,52,16.3,,-4.56067,92.0576,0.9383,"bearish"
2024,"MP","MP Materials Corp","Common Stock",40.24,2.7,2.85605,6870000000,0,"United States of America","Materials","Metals & Mining","Yes (Option Chain)",28.76165,28.76165,2.348487,0.66178,21,15,66,36,55.1,,66.85393,68.0128,1.2033,"bearish"
2025,"BVS","Bioventus Inc","Common Stock",11.2,2.7,0.18695,845760000,0,"United States of America","Health Care","Health Care Equipment & Supplies","No",-21.70819,-21.70819,0.643347,0.38747,90,61,23,98,26,,-6.93333,51.4882,25.5008,"bearish"
2026,"AEP","American Electric Power Co Inc","Common Stock",99.34,2.6,3.06505,50390000000,3.17946,"United States of America","Utilities","Electric Utilities","Yes (Option Chain)",10.65629,14.55483,0.167188,0.16489,48,49,83,57,19.1,3.10705,5.27426,,0.1188,"bearish"
